ensembl_gene_id	external_gene_name	description	gene_biotype
ENSG00000305575	NA	novel transcript	lncRNA
ENSG00000305576	NA	novel transcript, antisense to B4GAT1	lncRNA
ENSG00000305577	NA	novel transcript	lncRNA
ENSG00000305578	NA	novel transcript, antisense to ABCC6	lncRNA
ENSG00000305579	NA	novel transcript	lncRNA
ENSG00000305580	NA	novel transcript, antisense to ALK	lncRNA
ENSG00000305581	NA	novel transcript	lncRNA
ENSG00000305582	NA	novel transcript, antisense to CXCR2	lncRNA
ENSG00000305583	NA	novel transcript	lncRNA
ENSG00000305584	NA	novel transcript	lncRNA
ENSG00000305585	NA	novel transcript	lncRNA
ENSG00000305586	NA	novel transcript	lncRNA
ENSG00000305587	NA	novel transcript	lncRNA
ENSG00000305588	NA	novel transcript, sense intronic to LINGO2	lncRNA
ENSG00000305589	NA	novel transcript, antisense to PIH1D1	lncRNA
ENSG00000305590	NA	novel transcript, antisense to TMTC1	lncRNA
ENSG00000305591	NA	novel transcript	lncRNA
ENSG00000305592	NA	novel transcript, antisense to SLC25A17 and ST13	lncRNA
ENSG00000305593	NA	novel transcript	lncRNA
ENSG00000305594	NA	novel transcript	lncRNA
ENSG00000305595	NA	novel transcript	lncRNA
ENSG00000305596	NA	novel transcript	lncRNA
ENSG00000305597	NA	novel transcript	lncRNA
ENSG00000305598	NA	novel transcript	lncRNA
ENSG00000305599	NA	novel transcript	lncRNA
ENSG00000305600	NA	novel transcript	lncRNA
ENSG00000305601	NA	novel transcript	lncRNA
ENSG00000305602	NA	novel transcript, antisense to ARPC2	lncRNA
ENSG00000305603	NA	novel transcript	lncRNA
ENSG00000305604	NA	novel transcript	lncRNA
ENSG00000305605	NA	novel transcript	lncRNA
ENSG00000305606	NA	novel transcript, antisense to CPPED1	lncRNA
ENSG00000305607	NA	novel transcript	lncRNA
ENSG00000305608	NA	novel transcript, antisense to MFSD5	lncRNA
ENSG00000305609	NA	novel transcript, antisense to TONSL and VPS28	lncRNA
ENSG00000305610	NA	novel transcript	lncRNA
ENSG00000305611	NA	novel transcript, antisense to DET1	lncRNA
ENSG00000305612	NA	novel transcript, sense intronic to ARHGAP6	lncRNA
ENSG00000305613	NA	novel transcript	lncRNA
ENSG00000305614	NA	novel transcript	lncRNA
ENSG00000305615	NA	novel transcript	lncRNA
ENSG00000305616	NA	novel transcript, antisense to SPATA31A5	lncRNA
ENSG00000305617	NA	novel transcript	lncRNA
ENSG00000305618	NA	novel transcript	lncRNA
ENSG00000305619	NA	novel transcript	lncRNA
ENSG00000305620	NA	novel transcript	lncRNA
ENSG00000305621	NA	novel transcript	lncRNA
ENSG00000305622	NA	novel transcript	lncRNA
ENSG00000305623	NA	novel transcript, sense intronic to PDLIM5	lncRNA
ENSG00000305624	NA	novel transcript	lncRNA
ENSG00000305625	NA	novel transcript	lncRNA
ENSG00000305626	NA	novel transcript	lncRNA
ENSG00000305627	NA	novel transcript	lncRNA
ENSG00000305628	NA	novel transcript	lncRNA
ENSG00000305629	NA	novel transcript	lncRNA
ENSG00000305630	NA	novel transcript	lncRNA
ENSG00000305631	NA	novel transcript, antisense to GID8	lncRNA
ENSG00000305632	NA	novel transcript	lncRNA
ENSG00000305633	NA	novel transcript	lncRNA
ENSG00000305634	NA	novel transcript	lncRNA
ENSG00000305635	NA	novel transcript, antisense to BAX and FTL	lncRNA
ENSG00000305636	NA	novel transcript, antisense to AQP10 and ATP8B2	lncRNA
ENSG00000305637	NA	novel transcript	lncRNA
ENSG00000305638	NA	novel transcript, antisense to SLC35F2	lncRNA
ENSG00000305639	NA	novel transcript	lncRNA
ENSG00000305640	NA	novel transcript	lncRNA
ENSG00000305641	NA	novel transcript	lncRNA
ENSG00000305642	NA	novel transcript, sense intronic to MYLK4	lncRNA
ENSG00000305643	NA	novel transcript	lncRNA
ENSG00000305644	NA	novel transcript	lncRNA
ENSG00000305645	NA	novel transcript	lncRNA
ENSG00000305646	NA	novel transcript	lncRNA
ENSG00000305647	NA	novel transcript, antisense to PHLDA2	lncRNA
ENSG00000305648	NA	novel transcript	lncRNA
ENSG00000305649	NA	novel transcript, antisense to SERPINC1	lncRNA
ENSG00000305650	NA	novel transcript, antisense to DHRS3	lncRNA
ENSG00000305651	NA	novel transcript	lncRNA
ENSG00000305652	NA	novel transcript, antisense to C2orf42	lncRNA
ENSG00000305653	NA	novel transcript	lncRNA
ENSG00000305654	NA	novel transcript	lncRNA
ENSG00000305655	NA	novel transcript	lncRNA
ENSG00000305656	NA	novel transcript	lncRNA
ENSG00000305657	NA	novel transcript	lncRNA
ENSG00000305658	NA	novel transcript	lncRNA
ENSG00000305659	NA	novel transcript, sense intronic to RHBDD2	lncRNA
ENSG00000305660	NA	novel transcript	lncRNA
ENSG00000305661	NA	novel transcript	lncRNA
ENSG00000305662	NA	novel transcript	lncRNA
ENSG00000305663	NA	novel transcript, antisense to KLHL22 and SCARF2	lncRNA
ENSG00000305664	NA	novel transcript	lncRNA
ENSG00000305665	NA	novel transcript	lncRNA
ENSG00000305666	NA	novel transcript, antisense to NMNAT2	lncRNA
ENSG00000305667	NA	novel transcript	lncRNA
ENSG00000305668	NA	novel transcript	lncRNA
ENSG00000305669	NA	novel transcript	lncRNA
ENSG00000305670	NA	novel transcript, antisense to ASGR1	lncRNA
ENSG00000305671	NA	novel transcript	lncRNA
ENSG00000305672	NA	novel transcript	lncRNA
ENSG00000305673	NA	novel transcript	lncRNA
ENSG00000305674	NA	novel transcript, antisense to VWA3B	lncRNA
ENSG00000305675	NA	novel transcript, antisense to DHTKD1	lncRNA
ENSG00000305676	NA	novel transcript, antisense to TOMM20	lncRNA
ENSG00000305677	NA	novel transcript	lncRNA
ENSG00000305678	NA	novel transcript, antisense to PITPNC1	lncRNA
ENSG00000305679	NA	novel transcript	lncRNA
ENSG00000305680	NA	novel transcript	lncRNA
ENSG00000305681	NA	novel transcript, antisense to TRIOBP	lncRNA
ENSG00000305682	NA	novel transcript	lncRNA
ENSG00000305683	NA	novel transcript, antisense to TRAF2	lncRNA
ENSG00000305684	NA	novel transcript, antisense to NR4A1	lncRNA
ENSG00000305685	NA	novel transcript, sense intronic to NMNAT2	lncRNA
ENSG00000305686	NA	novel transcript	lncRNA
ENSG00000305687	NA	novel transcript, antisense to SERPINA3	lncRNA
ENSG00000305688	NA	novel transcript	lncRNA
ENSG00000305689	NA	novel transcript	lncRNA
ENSG00000305690	NA	novel transcript	lncRNA
ENSG00000305691	NA	novel transcript, antisense to ZDHHC11B	lncRNA
ENSG00000305692	NA	novel transcript	lncRNA
ENSG00000305693	NA	novel transcript, antisense to DCTN6 and LEPROTL1	lncRNA
ENSG00000305694	NA	novel transcript	lncRNA
ENSG00000305695	NA	novel transcript	lncRNA
ENSG00000305696	NA	novel transcript	lncRNA
ENSG00000305697	NA	novel transcript	lncRNA
ENSG00000305698	NA	novel transcript	lncRNA
ENSG00000305699	NA	novel transcript, antisense to COG2	lncRNA
ENSG00000305700	NA	novel transcript, sense intronic to GRM7	lncRNA
ENSG00000305701	NA	novel transcript, sense intronic to KCNH7	lncRNA
ENSG00000305702	NA	novel transcript	lncRNA
ENSG00000305703	NA	novel transcript	lncRNA
ENSG00000305704	NA	novel transcript, antisense to MCIDAS	lncRNA
ENSG00000305705	NA	novel transcript	lncRNA
ENSG00000305706	NA	novel transcript	lncRNA
ENSG00000305707	NA	novel transcript, sense intronic to ZDHHC11B	lncRNA
ENSG00000305708	NA	novel transcript	lncRNA
ENSG00000305709	NA	novel transcript	lncRNA
ENSG00000305710	NA	novel transcript	lncRNA
ENSG00000305711	NA	novel transcript, antisense to BEST3	lncRNA
ENSG00000305712	NA	novel transcript, antisense to CACNA2D3	lncRNA
ENSG00000305713	NA	novel transcript	lncRNA
ENSG00000305714	NA	novel transcript	lncRNA
ENSG00000305715	NA	novel transcript	lncRNA
ENSG00000305716	NA	novel transcript	lncRNA
ENSG00000305717	NA	novel transcript	lncRNA
ENSG00000305718	NA	novel transcript	lncRNA
ENSG00000305719	NA	novel transcript	lncRNA
ENSG00000305720	NA	novel transcript	lncRNA
ENSG00000305721	NA	novel transcript	lncRNA
ENSG00000305722	NA	novel transcript	lncRNA
ENSG00000305723	NA	novel transcript	lncRNA
ENSG00000305724	NA	novel transcript, antisense to TIGAR	lncRNA
ENSG00000305725	NA	novel transcript	lncRNA
ENSG00000305726	NA	novel transcript, antisense to LIN54	lncRNA
ENSG00000305727	NA	novel transcript	lncRNA
ENSG00000305728	NA	novel transcript	lncRNA
ENSG00000305729	NA	novel transcript	lncRNA
ENSG00000305730	NA	novel transcript, antisense to BIVM and ERCC5	lncRNA
ENSG00000305731	NA	novel transcript	lncRNA
ENSG00000305732	NA	novel transcript	lncRNA
ENSG00000305733	NA	novel transcript	lncRNA
ENSG00000305734	NA	novel transcript	lncRNA
ENSG00000305735	NA	novel transcript	lncRNA
ENSG00000305736	NA	novel transcript, antisense to ARHGAP24	lncRNA
ENSG00000305737	NA	novel transcript, antisense to NRBP2 and PUF60	lncRNA
ENSG00000305738	NA	novel transcript	lncRNA
ENSG00000305739	NA	novel transcript	lncRNA
ENSG00000305740	NA	novel transcript	lncRNA
ENSG00000305741	NA	novel transcript, antisense to OXT	lncRNA
ENSG00000305742	NA	novel transcript	lncRNA
ENSG00000305743	NA	novel transcript	lncRNA
ENSG00000305744	NA	novel transcript	lncRNA
ENSG00000305745	NA	novel transcript	lncRNA
ENSG00000305746	NA	novel transcript, antisense to ATP5C1 and TAF3	lncRNA
ENSG00000305747	NA	novel transcript	lncRNA
ENSG00000305748	NA	novel transcript	lncRNA
ENSG00000305749	NA	novel transcript	lncRNA
ENSG00000305750	NA	novel transcript, antisense to ARHGAP24	lncRNA
ENSG00000305751	NA	novel transcript, antisense to SLC17A2	lncRNA
ENSG00000305752	NA	novel transcript	lncRNA
ENSG00000305753	NA	novel transcript	lncRNA
ENSG00000305754	NA	novel transcript	lncRNA
ENSG00000305755	NA	novel transcript	lncRNA
ENSG00000305756	NA	novel transcript	lncRNA
ENSG00000305757	NA	novel transcript, antisense to MFAP3L	lncRNA
ENSG00000305758	NA	novel transcript	lncRNA
ENSG00000305759	NA	novel transcript	lncRNA
ENSG00000305760	NA	novel transcript, antisense to RHBDF1	lncRNA
ENSG00000305761	NA	novel transcript	lncRNA
ENSG00000305762	NA	novel transcript	lncRNA
ENSG00000305763	NA	novel transcript, antisense to FGFR1	lncRNA
ENSG00000305764	NA	novel transcript	lncRNA
ENSG00000305765	NA	novel transcript	lncRNA
ENSG00000305766	NA	novel transcript	lncRNA
ENSG00000305767	NA	novel transcript, antisense to FAM240B	lncRNA
ENSG00000305768	NA	novel transcript, antisense to MYPN	lncRNA
ENSG00000305769	NA	novel transcript, antisense to SGCZ	lncRNA
ENSG00000305770	NA	novel transcript	lncRNA
ENSG00000305771	NA	novel transcript	lncRNA
ENSG00000305773	NA	novel transcript	lncRNA
ENSG00000305774	NA	novel transcript, antisense to WNT1	lncRNA
ENSG00000305775	NA	novel transcript	lncRNA
ENSG00000305776	NA	novel transcript	lncRNA
ENSG00000305777	NA	novel transcript	lncRNA
ENSG00000305778	NA	novel transcript	lncRNA
ENSG00000305779	NA	novel transcript	lncRNA
ENSG00000305780	NA	novel transcript	lncRNA
ENSG00000305781	NA	novel transcript	lncRNA
ENSG00000305782	NA	novel transcript	lncRNA
ENSG00000305783	NA	novel transcript	lncRNA
ENSG00000305784	NA	novel transcript	lncRNA
ENSG00000305785	NA	novel transcript	lncRNA
ENSG00000305786	NA	novel transcript, antisense to HIST1H2BO	lncRNA
ENSG00000305787	NA	novel transcript	lncRNA
ENSG00000305788	NA	novel transcript, antisense to MAML2	lncRNA
ENSG00000305789	NA	novel transcript, antisense to AGTRAP	lncRNA
ENSG00000305790	NA	novel transcript	lncRNA
ENSG00000305791	NA	novel transcript, antisense to MEIS1	lncRNA
ENSG00000305792	NA	novel transcript	lncRNA
ENSG00000305793	NA	novel transcript, antisense to ASPRV1	lncRNA
ENSG00000305794	NA	novel transcript	lncRNA
ENSG00000305795	NA	novel transcript	lncRNA
ENSG00000305796	NA	novel transcript	lncRNA
ENSG00000305797	NA	novel transcript	lncRNA
ENSG00000305798	NA	novel transcript	lncRNA
ENSG00000305799	NA	novel transcript	lncRNA
ENSG00000305800	NA	novel transcript	lncRNA
ENSG00000305801	NA	novel transcript	lncRNA
ENSG00000305802	NA	novel transcript	lncRNA
ENSG00000305803	NA	novel transcript	lncRNA
ENSG00000305804	NA	novel transcript	lncRNA
ENSG00000305805	NA	novel transcript, antisense to PTPN1	lncRNA
ENSG00000305806	NA	novel transcript	lncRNA
ENSG00000305807	NA	novel transcript	lncRNA
ENSG00000305808	NA	novel transcript	lncRNA
ENSG00000305809	NA	novel transcript	lncRNA
ENSG00000305810	NA	novel transcript	lncRNA
ENSG00000305811	NA	novel transcript	lncRNA
ENSG00000305812	NA	novel transcript	lncRNA
ENSG00000305813	NA	novel transcript	lncRNA
ENSG00000305814	NA	novel transcript	lncRNA
ENSG00000305815	NA	novel transcript	lncRNA
ENSG00000305816	NA	novel transcript	lncRNA
ENSG00000305817	NA	novel transcript	lncRNA
ENSG00000305818	NA	novel transcript	lncRNA
ENSG00000305819	NA	novel transcript	lncRNA
ENSG00000305820	NA	novel transcript	lncRNA
ENSG00000305821	NA	novel transcript	lncRNA
ENSG00000305822	NA	novel transcript	lncRNA
ENSG00000305823	NA	novel transcript	lncRNA
ENSG00000305824	NA	novel transcript	lncRNA
ENSG00000305825	NA	novel transcript	lncRNA
ENSG00000305826	NA	novel transcript	lncRNA
ENSG00000305827	NA	novel transcript	lncRNA
ENSG00000305828	NA	novel transcript, antisense to SRSF4	lncRNA
ENSG00000305829	NA	novel transcript	lncRNA
ENSG00000305830	NA	novel transcript, antisense to FRMD8	lncRNA
ENSG00000305831	NA	novel transcript	lncRNA
ENSG00000305832	NA	novel transcript, antisense to MFSD12	lncRNA
ENSG00000305833	NA	novel transcript	lncRNA
ENSG00000305834	NA	novel transcript	lncRNA
ENSG00000305835	NA	novel transcript	lncRNA
ENSG00000305836	NA	novel transcript, antisense to APTX	lncRNA
ENSG00000305837	NA	novel transcript	lncRNA
ENSG00000305838	NA	novel transcript	lncRNA
ENSG00000305839	NA	novel transcript	lncRNA
ENSG00000305840	NA	novel transcript	lncRNA
ENSG00000305841	NA	novel transcript	lncRNA
ENSG00000305842	NA	novel transcript, antisense to MYH7B	lncRNA
ENSG00000305843	NA	novel transcript	lncRNA
ENSG00000305844	NA	novel transcript	lncRNA
ENSG00000305845	NA	novel transcript	lncRNA
ENSG00000305846	NA	novel transcript	lncRNA
ENSG00000305847	NA	novel transcript, antisense to PDE4DIP	lncRNA
ENSG00000305848	NA	novel transcript	lncRNA
ENSG00000305849	NA	novel transcript, antisense to APTX	lncRNA
ENSG00000305850	NA	novel transcript	lncRNA
ENSG00000305851	NA	novel transcript	lncRNA
ENSG00000305852	NA	novel transcript, antisense to CTC1	lncRNA
ENSG00000305853	NA	novel transcript	lncRNA
ENSG00000305854	NA	novel transcript	lncRNA
ENSG00000305855	NA	novel transcript	lncRNA
ENSG00000305856	NA	novel transcript	lncRNA
ENSG00000305857	NA	novel transcript	lncRNA
ENSG00000305858	NA	novel transcript, antisense to KATNIP	lncRNA
ENSG00000305859	NA	novel transcript	lncRNA
ENSG00000305860	NA	novel transcript	lncRNA
ENSG00000305861	NA	novel transcript, antisense to PDE4DIP	lncRNA
ENSG00000305862	NA	novel transcript	lncRNA
ENSG00000305863	NA	novel transcript	lncRNA
ENSG00000305864	NA	novel transcript	lncRNA
ENSG00000305865	NA	novel transcript	lncRNA
ENSG00000305866	NA	novel transcript	lncRNA
ENSG00000305867	NA	novel transcript, sense intronic to MAGI1	lncRNA
ENSG00000305868	NA	novel transcript, antisense to SET and PKN3	lncRNA
ENSG00000305869	NA	novel transcript	lncRNA
ENSG00000305870	NA	novel transcript, antisense to PTPRM	lncRNA
ENSG00000305871	NA	novel transcript	lncRNA
ENSG00000305872	NA	novel transcript	lncRNA
ENSG00000305873	NA	novel transcript, sense intronic to PARP11	lncRNA
ENSG00000305874	NA	novel transcript	lncRNA
ENSG00000305875	NA	novel transcript, antisense to PPP2R5E	lncRNA
ENSG00000305876	NA	novel transcript	lncRNA
ENSG00000305877	NA	novel transcript	lncRNA
ENSG00000305878	NA	novel transcript	lncRNA
ENSG00000305879	NA	novel transcript	lncRNA
ENSG00000305880	NA	novel transcript, antisense to SERINC2	lncRNA
ENSG00000305881	NA	novel transcript	lncRNA
ENSG00000305882	NA	novel transcript, antisense to SLC9A9	lncRNA
ENSG00000305883	NA	novel transcript	lncRNA
ENSG00000305884	NA	novel transcript, antisense to DOCK10	lncRNA
ENSG00000305885	NA	novel transcript	lncRNA
ENSG00000305886	NA	novel transcript	lncRNA
ENSG00000305887	NA	novel transcript	lncRNA
ENSG00000305888	NA	novel transcript	lncRNA
ENSG00000305889	NA	novel transcript, antisense to PDE4DIP	lncRNA
ENSG00000305890	NA	novel transcript, sense intronic to CHODL	lncRNA
ENSG00000305891	NA	novel transcript	lncRNA
ENSG00000305892	NA	novel transcript	lncRNA
ENSG00000305893	NA	novel transcript	lncRNA
ENSG00000305894	NA	novel transcript	lncRNA
ENSG00000305895	NA	novel transcript	lncRNA
ENSG00000305896	NA	novel transcript	lncRNA
ENSG00000305897	NA	novel transcript	lncRNA
ENSG00000305898	NA	novel transcript, antisense to NRG1	lncRNA
ENSG00000305899	NA	novel transcript	lncRNA
ENSG00000305900	NA	novel transcript, sense overlapping EPPK1	lncRNA
ENSG00000305901	NA	novel transcript	lncRNA
ENSG00000305902	NA	novel transcript	lncRNA
ENSG00000305903	NA	novel transcript	lncRNA
ENSG00000305904	NA	novel transcript	lncRNA
ENSG00000305905	NA	novel transcript	lncRNA
ENSG00000305906	NA	novel transcript	lncRNA
ENSG00000305907	NA	novel transcript	lncRNA
ENSG00000305908	NA	novel transcript	lncRNA
ENSG00000305909	NA	novel transcript	lncRNA
ENSG00000305910	NA	novel transcript	lncRNA
ENSG00000305911	NA	novel transcript	lncRNA
ENSG00000305912	NA	novel transcript	lncRNA
ENSG00000305913	NA	novel transcript	lncRNA
ENSG00000305914	NA	novel transcript	lncRNA
ENSG00000305915	NA	novel transcript	lncRNA
ENSG00000305916	NA	novel transcript	lncRNA
ENSG00000305917	NA	novel transcript, antisense to BABAM2	lncRNA
ENSG00000305918	NA	novel transcript	lncRNA
ENSG00000305919	NA	novel transcript	lncRNA
ENSG00000305920	NA	novel transcript	lncRNA
ENSG00000305921	NA	novel transcript	lncRNA
ENSG00000305922	NA	novel transcript	lncRNA
ENSG00000305923	NA	novel transcript, antisense to APOA4	lncRNA
ENSG00000305924	NA	novel transcript	lncRNA
ENSG00000305925	NA	novel transcript, antisense to NAALADL2	lncRNA
ENSG00000305926	NA	novel transcript	lncRNA
ENSG00000305927	NA	novel transcript	lncRNA
ENSG00000305928	NA	novel transcript	lncRNA
ENSG00000305929	NA	novel transcript	lncRNA
ENSG00000305930	NA	novel transcript	lncRNA
ENSG00000305931	NA	novel transcript, antisense to MTUS2	lncRNA
ENSG00000305932	NA	novel transcript	lncRNA
ENSG00000305933	NA	novel transcript	lncRNA
ENSG00000305934	NA	novel transcript	lncRNA
ENSG00000305935	NA	novel transcript, antisense to CACNA1A	lncRNA
ENSG00000305936	NA	novel transcript, antisense to TMEM101	lncRNA
ENSG00000305937	NA	novel transcript	lncRNA
ENSG00000305938	NA	novel transcript	lncRNA
ENSG00000305939	NA	novel transcript, antisense to MKL2	lncRNA
ENSG00000305940	NA	novel transcript	lncRNA
ENSG00000305941	NA	novel transcript, antisense to SLC19A1	lncRNA
ENSG00000305942	NA	novel transcript	lncRNA
ENSG00000305943	NA	novel transcript, antisense to CUL3	lncRNA
ENSG00000305944	NA	novel transcript	lncRNA
ENSG00000305945	NA	novel transcript	lncRNA
ENSG00000305946	NA	novel transcript	lncRNA
ENSG00000305947	NA	novel transcript	lncRNA
ENSG00000305948	NA	novel transcript	lncRNA
ENSG00000305949	NA	novel transcript	lncRNA
ENSG00000305950	NA	novel transcript, antisense to CHODL	lncRNA
ENSG00000305951	NA	novel transcript, antisense to TPRG1	lncRNA
ENSG00000305952	NA	novel transcript	lncRNA
ENSG00000305953	NA	novel transcript	lncRNA
ENSG00000305954	NA	novel transcript, antisense to SYS1	lncRNA
ENSG00000305955	KMT2CP1	lysine methyltransferase 2C pseudogene 1 	lncRNA
ENSG00000305956	NA	novel transcript	lncRNA
ENSG00000305957	NA	novel transcript	lncRNA
ENSG00000305958	NA	novel transcript	lncRNA
ENSG00000305959	NA	novel transcript	lncRNA
ENSG00000305960	NA	novel transcript	lncRNA
ENSG00000305961	NA	novel transcript, sense intronic to DGKG	lncRNA
ENSG00000305962	NA	novel transcript, antisense to NDUFA7	lncRNA
ENSG00000305963	NA	novel transcript	lncRNA
ENSG00000305964	NA	novel transcript, antisense to ERBB2	lncRNA
ENSG00000305965	NA	novel transcript	lncRNA
ENSG00000305966	NA	novel transcript	lncRNA
ENSG00000305967	NA	novel transcript	lncRNA
ENSG00000305968	NA	novel transcript	lncRNA
ENSG00000305969	NA	novel transcript, antisense to RASL11B	lncRNA
ENSG00000305970	NA	novel transcript, antisense to POC5	lncRNA
ENSG00000305971	NA	novel transcript, antisense to CSRNP1	lncRNA
ENSG00000305972	NA	novel transcript, antisense to MYPN	lncRNA
ENSG00000305973	NA	novel transcript	lncRNA
ENSG00000305974	NA	novel transcript	lncRNA
